0088	瓜头面包汤	402	0089	鱼头豆腐汤	300
					
0090	三丝炒春卷	398	0091	红烧牛腩饭	311
					
0092	熏鱼	993	0093	炒米粉	230
					
0094	玉米排骨汤	501	0095	烤肉串	1,019
					
0096	煎烧卖	280	0097	土豆丝沙拉	896
					
0098	花生芝麻汤圆	500	0099	辣白菜炒薯片	326
					
0100	蟹棒寿司	347	0101	红枣蒸南瓜	563
					
0102	椰子冻	337	0103	炒毛豆泡菜	491
0104	红烧肉饭	1,887	0105	红烧鸡块	367
					
0106	酸辣蛋皮	267	0107	绿茶蛋糕	384
					
0108	白米饭	1,422	0109	猪肝面	405
					
0110	辣味鱼	409	0111	酸菜牛肉	185
					
0112	莲花池边小菜	461	0113	青椒炒渣渣	321
					
0114	炒腊肉炒笋	347	0115	烤明虾	383
					
0116	烤鸭肠串	218	0117	茶树菇炒牛肉片	427
					
0118	西红柿炒鸡蛋炒面	360	0119	雪花鸡柳	331
					
0120	清爽常青	290	0121	炸鸡胗	659
					
0122	葱香鲈鱼	324	0123	红枣芋头粥	428
					
0124	粗粮粥	428	0125	炖鸡块	449
					
0126	麻辣猪肉	373	0127	酸菜	415
					
0128	抹茶慕斯蛋糕	197	0129	雪花牛仔骨	524
					
0130	炒花甲	385	0131	烤猪肉	455
					
0132	火烈鸟蛋糕	475	0133	五彩提拉	379
					
0134	凉爽椰奶	429	0135	拌鱼皮	442
					
0136	排骨面	981	0137	无骨鸡爪	500
					
0138	酸菜猪肉包	429	0139	豆浆	625
					
0140	牛腩面	421	0141	五道嫩牛肉食谱	407
					
0142	炒杏鲍菇猪肉	938	0143	铁板鸡	343
					
0144	红腐乳	470	0145	奶黄包	272
					
0146	油渣炒莲白	364	0147	泡菜牛肉寿司	315
					
0148	红豆双皮奶	500	0149	羊肉汤	1,279
					
0150	火焰包	566	0151	牛肉米线汤	391
					
0152	炒蘑菇	259	0153	蒜蓉炒肉丝	391
					
0154	顺滑双皮奶	307	0155	豆腐脑	454
					
0156	牛肉煲仔饭	970	0157	炸鸡排	491
					
0158	清爽莲藕片	1,389	0159	炒酥饼	411
					
0160	火锅面	283	0161	辣炒猪肉	465
					
0162	炒辣子鸡	436	0163	榨菜肉饭	425
					
0164	提拉米苏蛋糕	543	0165	酱油鱼	296
					
0166	烤薯片	415	0167	奶油蘑菇汤	415
					
0168	烤仙草芋泥	862	0169	烤玉米蛋黄	492
					
0170	蒸锅鸡	455	0171	番茄鸡蛋汤	1,074
					
0172	猪骨汤河粉	445	0173	抹茶黄桃蛋糕	423
					
0174	水果披萨	499	0175	甜梅地瓜	981
					
0176	酸辣黄瓜蛋汤	427	0177	剁椒炒蛋	343
					
0178	凤梨酥	454	0179	油条炒萝卜	327
					
0180	蒜蓉粉丝蒸鲍鱼	401	0181	霸王鸡条	1,252
					
0182	红烧鸡肉	421	0183	砂锅三鲜	521
					
0184	脆皮玉米棒	381	0185	清蒸桂鱼	370
					
0186	中式沙拉	459	0187	韭菜炒肉	299
					
0188	蛤蜊豆腐汤	905	0189	鲔鱼饭团	298
					
0190	牛排骨	434	0191	辣白菜寿司卷	432
					
0192	酸菜鱼片汤	322	0193	红油饺子	409
					
0194	炒虾	498	0195	脆萝卜皮	259
					
0196	炸豆腐	448	0197	盐水鸡	448
					
0198	锡纸烤猪脑	364	0199	酸辣鱼杂粮饭	498
					
0200	金针菇	330	0201	藕盒	990
					
0202	炖干面	404	0203	乳鸽汤	406
					
0204	鸭腩	469	0205	牛肉干	1,086
					
0206	栗子奶油汤	477	0207	梅子红豆	380
0208	红豆西米露	216	0209	柠檬酸菜鱼	411
					
0210	酱辣椒	256	0211	鱿鱼脆片	300
					
0212	辣韩式面	1,147	0213	梅菜肉饼蒸饭	416
0214	帝王蟹	399	0215	牛肉面	946
					
0216	炒田鸡	459	0217	酱鸭掌	476
					
0218	炸鱿鱼	414	0219	凉拌猪耳腿	470
					
0220	油泼面	1,644	0221	红油豆腐皮	478
					
0222	汤面	227	0223	红烧羊肉	812
					
0224	炒面	464	0225	烤鲑鱼寿司	641
					
0226	莲子猪肚汤	279	0227	酱腌鲜	373
					
0228	辣椒兔肉	438	0229	牛筋面	784
					
0230	北极湾生鱼片	474	0231	红烧羊蹄筋	303
					
0232	黄瓜蘸酱	392	0233	鸡饭	379
					
0234	芋头地瓜球	443	0235	蛋饼	414
					
0236	栗子红烧肉	450	0237	炖鹅肝	494
					
0238	酸菜鱼米线	486	0239	猪头肉拌黄瓜	470
					
0240	黑米粥	426	0241	铁板排骨	385
					
0242	酱牛肉	468	0243	盐炒虾	475
					
0244	虫草花炖鸡汤	379	0245	酸汤肉	374
					
0246	红烧乳鸽	746	0247	香肠披萨	800
					
0248	糖葫芦地瓜	487	0249	虾寿司	598
					
0250	海鲜炒面	364	0251	杏鲍菇铁板烧	423
					
0252	炒豆角	354	0253	五星级鸡块	295
					
0254	炖汤底	398	0255	抓饭	422
					
0256	煎牛肉带皮	1,025	0257	冷风干蛋	491
					
0258	芹菜和花生	1,035	0259	酸菜鸡	292
					
0260	腌制黄瓜	274	0261	罐装蛋糕	499
					
0262	米汉堡	356	0263	芒果炒酸奶	181
					
0264	锯末杯	441	0265	新鲜锅兔	243
					
0266	芒果糯米糕	311	0267	蜜汁烤整鸡	680
					
0268	丝状蛋糕	240	0269	嫩loin串	336
					
0270	三文鱼沙拉	348	0271	干烤大黄鱼	316
					
0272	鱼皮饺子	210	0273	招牌鸡爪	318
					
0274	青春痘脸	274	0275	炸羊排	423
					
0276	炒鱿鱼须	402	0277	炸五香卷	401
					
0278	砂锅汤	409	0279	豆腐泡泡	466
					
0280	干萝卜煎蛋	185	0281	土豆丝卷饼	500
					
0282	葱油拌鸡蛋	396	0283	混合牛肉	565
					
0284	蒜蓉面包	1,449	0285	豆角炒肉片	285
					
0286	香菇鸡肉炖粉丝	490	0287	奥利奥冰淇淋	289
					
0288	红烧火腿肠	461	0289	青椒炒肉丝	496
					
0290	酸菜粉丝汤	438	0291	有机鱼	397
					
0292	鱿鱼丝	796	0293	辣炒螺蛳	451
					
0294	蜜汁鸡爪	278	0295	蒜蓉黄瓜拌	440
					
0296	西瓜冰沙	235	0297	干贝虾仁粥	373
					
0298	多谷杂粮包	428	0299	冷藏皮蛋	499
					
0300	豆豉鲮鱼炒生菜	393	0301	泡菜粉	1,274
					
0302	石头蛋串	249	0303	青椒炒牛柳	374
					
0304	鸡胸沙拉	472	0305	巧克力布朗蛋糕	324
					
0306	黄瓜饼	367	0307	蒸排骨	434
					
0308	海星	353	0309	炸豆干	266
					
0310	炸红薯球	429	0311	桂林糊	467
					
0312	青菜豆腐汤	305	0313	麻婆豆腐	1,262
					
0314	烤肥肠串	248	0315	锅贴	1,569
					
0316	炖乌龟	496	0317	香菜豆腐汤	374
					
0318	酸菜炒饭	346	0319	芥末猪肉面	287
					
0320	玉米面糊	494	0321	猪肉面	382
					
0322	辣鱿鱼	169	0323	番茄酱面	850
					
0324	烤鳕鱼	286	0325	冰淇淋筒	484
					
0326	大排饭	333	0327	栗子酥饼	1,347
					
0328	腌鹅翅	463	0329	素鲍鱼	427
					
0330	冰淇淋球	352	0331	炒火腿黄瓜	335
					
0332	小猪佩奇蛋糕	468	0333	鸡肉三明治	381
					
0334	芒果黑珍珠	467	0335	烤鸡	1,259
					
0336	核桃包子	405	0337	鲍汁豆腐炖鲍鱼	488
					
0338	油炸肉	381	0339	芝士排骨	381
					
0340	煎饺	1,427	0341	肉松寿司	397
					
0342	永州血鸭	429	0343	红烧牛腩砂锅	499
					
0344	腊肉饭	400	0345	锅盔	404
					
0346	炒年糕白菜	393	0347	红烧鲫鱼豆腐汤	575
					
0348	冰沙	452	0349	肘部	493
					
0350	芝士焗扇贝	339	0351	酸菜鲈鱼	413
					
0352	豆沙包	858	0353	榴莲披萨	429
					
0354	煮干丝	667	0355	豉汁蒸凤爪	496
					
0356	蓝莓慕斯	287	0357	炒米粉	471
					
0358	鸭腿饭	500	0359	葱油豆腐	379
					
0360	战斧牛排	401	0361	培根三明治	386
					
0362	红烧茄子豆腐	1,572	0363	驴肉汉堡	1,772
					
0364	红烧鱼	499	0365	黑椒牛扒盖饭	473
					
0366	意大利肉酱面	467	0367	照烧鸡腿饭	745
					
0368	鸭血粉丝汤	1,144	0369	炒生菜	539
					
0370	冰粉	467	0371	蛋卷香肠	477
					
0372	彩虹蛋糕	796	0373	蓝莓冰沙	169
					
0374	熔岩蛋糕	306	0375	炒米粉	455
					
0376	炒虾	1,014	0377	炸鱿鱼花	475
					
0378	红烧鲳鱼	410	0379	酱香鸡肝	376
					
0380	烤饼沾牛肉汤	407	0381	醋萝卜	472
					
0382	馄饨	1,771	0383	牛肉汤	976
					
0384	木须肉	496	0385	海苔寿司	785
					
0386	清蒸多宝鱼	788	0387	大黄鱼	922
					
0388	炸鸡	559	0389	冻猪蹄冻猪脚	457
					
0390	花糕	285	0391	叉烧肠粉	294
					
0392	铁板烧薯片	329	0393	韭菜炒豆芽	426
					
0394	芝麻八爪鱼	518	0395	炒花蛤	1,981
					
0396	芝士披萨	471	0397	蒜泥白肉	495
					
0398	水煮牛肉	415	0399	糖油糕	281
					
0400	炖肉粉丝	489	0401	卤鹌鹑蛋	323
					
0402	板栗	321	0403	辣牛肉汤	360
					
0404	煮鸡蛋	200	0405	面条汤	396
					
0406	红烧肉	1,080	0407	咖喱鸡扒饭	822
					
0408	苦瓜炒蛋	1,039	0409	烤鸡翅	375
					
0410	猪肉饭	422	0411	炒培根配生菜	395
					
0412	炒鸡蛋配青椒	281	0413	猪肚	188
					
0414	澳洲串烧	288	0415	叉烧蒸饭	292
					
0416	鱼头汤浸面包	466	0417	猪皮丝	651
					
0418	豉油鸡	436	0419	茶味虾	443
					
0420	烤面包浸泡在羊肉汤中	983	0421	炒鸡蛋	479
					
0422	香菇炖鸡	377	0423	烤鸡胸肉	272
					
0424	蚝油牛肉	410	0425	土豆炖排骨	261
					
0426	腌制牛肚	256	0427	芝麻酱	348
					
0428	椰香米饭	336	0429	母亲的猪蹄汤	401
					
0430	烤新鲜鲶鱼	272	0431	炒肉干猪肉	1,941
					
0432	椰子鸡	535	0433	蒜蓉蒸丝瓜	364
					
0434	芋头炖排骨	426	0435	炒豆角丝瓜	464
					
0436	鳕鱼排	554	0437	米袋	418
					
0438	泡菜汤	434	0439	红烧肉	654
					
0440	炒虾	427	0441	盐酥鸭下巴	1,526
					
0442	豆腐锅	378	0443	炒牛肉面	425
					
0444	盐烤虾	653	0445	麻辣火锅	1,764
					
0446	萝卜猪骨汤	498	0447	粉汤	487
					
0448	辣味鱼	663	0449	银鱼汤	963
					
0450	香菜炒木耳	421	0451	竹饭	270
					
0452	炒牛肉面	447	0453	肉末茄子	455
					
0454	糖饼	589	0455	蔬菜包子	387
					
0456	水晶鸡	420	0457	佛跳墙	1,268
					
0458	红烧排骨	370	0459	丝滑鸡卷	432
					
0460	鳗鱼炒饭	434	0461	烤冷面	768
					
0462	白菜豆腐汤	174	0463	东北大拉皮	441
					
0464	烤赤坝豆腐	767	0465	炸魔芋丸子	590
					
0466	尖椒土豆丝	227	0467	酸辣鸡爪	236
					
0468	炒百合芹菜	414	0469	芒果蛋糕	464
					
0470	锡纸日本豆腐	456	0471	玉米布丁脆皮	428
					
0472	凉拌芋头粉	448	0473	三鲜米线	488
					
0474	年糕	386	0475	酱香饼	497
					
0476	鸭汤	434	0477	多芒小丸子	398
					
0478	鱼丸汤	294	0479	面糊糕	378
					
0480	核桃酥饼	1,053	0481	玉米南瓜粥	390
					
0482	虾蟹粥	499	0483	酸辣包菜	359
					
0484	红糖冰粉	864	0485	蛋饭卷	1,232
					
0486	熏酱肉拼盘	578	0487	椒盐鸡	336
					
0488	丝瓜炒蛋	480	0489	辣椒炒猪肉和骨头	553
					
0490	烤玉米排骨	384	0491	烤黄喉	426
					
0492	烧烤猪肉	406	0493	海带汤	433
					
0494	蒸猪肉	186	0495	菠萝咕咾肉	442
					
0496	鸡蛋仔	1,297	0497	樟茶鸭	498
					
0498	香肠饭	409	0499	蒙古烤全羊	1,321
					
0500	海带沙拉	1,321	0501	回锅牛肉	487
					
0502	炒丝瓜	377	0503	炒凉皮	429
					
0504	炒豆腐	500	0505	甜玉米派	937
					
0506	牛肉卷饭	326	0507	香肠	379
					
0508	鸡肉拌饭	270	0509	牛杂煲	423
					
0510	牛排	434	0511	香蕉煎饼	839
					
0512	梅菜肉包子	383	0513	熏鸡骨架	804
					
0514	八宝饭	940	0515	鱼锅	409
					
0516	山药排骨粥	308	0517	北极贝寿司	750
					
0518	荔湾船粥特色	472	0519	莎拉米披萨	344
					
0520	荷叶饭	798	0521	咸鱼茄子煲	356
					
0522	羊肉串	1,224	0523	苦瓜炒牛肉	475
					
0524	炒花菜	398	0525	酸辣牛肉面	420
					
0526	凉拌苦菊花	201	0527	黄喉	483
					
0528	辣椒炒鸡	500	0529	虎皮蛋糕	458
					
0530	蒸蛋饺	236	0531	拍黄瓜	500
					
0532	辣面	364	0533	奶奶炒蛋	926
					
0534	米椒炒鸡	364	0535	熏带鱼	236
					
0536	芝麻酱生菜	269	0537	红烧牛肉	500
					
0538	肉羊杂汤	641	0539	红烧排骨	469
					
0540	蛋糕盒	494	0541	芋头鸡	499
					
0542	老虎青椒	500	0543	辣炒海螺	313
					
0544	叫兽包肉	320	0545	干腌兰花	311
					
0546	豌豆炒培根	432	0547	鸡皮串	563
					
0548	烤扇贝	486	0549	韭菜炒蛋	370
					
0550	木桶米饭	445	0551	榛子三样肉	757
					
0552	豆腐米线	409	0553	鸡架	1,038
					
0554	凉粉	217	0555	炭烤牛蛙	216
					
0556	辣牛蛙	431	0557	毛豆煮	392
					
0558	山药春卷	769	0559	香炸鲥鱼	256
					
0560	热饭	297	0561	凉拌木瓜丝	517
					
0562	金黄炸鸡爪	392	0563	冬瓜排骨汤	868
					
0564	盐煎杏鲍菇	491	0565	烤年糕	299
					
0566	鱼香茄子饭	463	0567	熊猫巧克力圣代	456
					
0568	蒸面	672	0569	小米绿豆粥	398
					
0570	紫薯粥	308	0571	鸭肝	499
					
0572	蒸排骨糯米饭	1,243	0573	龙井虾仁	486
					
0574	花椰菜	432	0575	琵琶鸭	526
					
0576	红烧牛肉面	434	0577	醋椒鸡爪	352
					
0578	天妇罗	995	0579	沙皮慕斯蛋糕	357
					
0580	脆皮土豆	496	0581	芋头蒸排骨	391
					
0582	山羊肚	480	0583	红豆粥	934
					
0584	蛋面	532	0585	红烧肉卷	391
					
0586	芒果慕斯蛋糕	473	0587	三丝炒米粉	530
					
0588	香辣煮火	383	0589	培根炒饭	304
					
0590	煎黄鳍鱼	341	0591	蜜枣粽	500
					
0592	芹菜	364	0593	香菇鸡煲仔饭	1,095
					
0594	蒸南瓜百合	797	0595	番茄牛肉面	385
					
0596	冠军粥	332	0597	水晶虾	440
					
0598	辣虾	371	0599	蛋黄酥	500
					
0600	过桥豆腐	418	0601	叫花鸡	487
					
0602	辣椒炒牛肉	368	0603	菜瘦肉粥	439
					
0604	白肉煮	308	0605	红豆发酵饭	325
					
0606	红烧茄子	451	0607	蒜蓉香菇	346
					
0608	肥肠粉	951	0609	蓝莓土豆泥	375
					
0610	菠菜面筋	275	0611	汤婴儿菜	366
					
0612	三文鱼腹膜	1,035	0613	海鲜饼	862
					
0614	炒年糕	291	0615	人参炖鸡	828
					
0616	小米粥	434	0617	鲤鱼	198
					
0618	炒萝卜糕	487	0619	干笋鸭煲	349
					
0620	大蒜西兰花	899	0621	南瓜派	456
					
0622	薯条	467	0623	驴肉汤	347
					
0624	米巴	379	0625	鸭肠炒饭	391
					
0626	烤豆串	306	0627	金枪鱼沙拉	1,126
					
0628	切面	416	0629	熏鱼面	351
					
0630	菠萝包	493	0631	拉面炒饭糕	433
					
0632	三鲜粉	500	0633	脆皮香肠	472
					
0634	流沙包	271	0635	蔓越莓吐司片	400
					
0636	砂锅粥	455	0637	烤包子	397
					
0638	醉蟹钳	436	0639	蜜汁鸡翅	218
					
0640	红烧鱼头	403	0641	芒果奶冰	217
					
0642	荔枝肉	333	0643	猪脚饭	842
					
0644	香蕉披萨	400	0645	炸豆腐	493
					
0646	豆角烧肉	404	0647	炒米粉	1,422
					
0648	芒果西米露	422	0649	蒜香肉串	329
					
0650	猪菜	361	0651	鸭腿	490
					
0652	卷蛋	295	0653	三鲜冰粉	461
0654	黄蛤	182	0655	脆皮土豆格	331
					
0656	马蹄木耳	430	0657	炒腊肉炒笋	372
					
0658	炒青椒	598	0659	红烧肉	431
					
0660	卤牛筋	457	0661	肚汤粉	342
					
0662	辣黄瓜	500	0663	泡菜蛋糕	440
					
0664	肥肠面	989	0665	鸭锁骨	184
					
0666	花椰菜炒猪肉	499	0667	炸里脊	413
					
0668	清蒸鲈鱼	695	0669	咸骨汤	844
					
0670	栗子烤鸡	414	0671	烤豆腐卷	335
					
0672	虎皮蛋	496	0673	手撕鸡	1,391
					
0674	蛋布丁	316	0675	花之恋寿司	497
					
0676	烤鸭面酱	432	0677	野山椒炒牛肉	911
					
0678	麻酱凉皮	1,777	0679	细菌汤	263
					
0680	烤猪骨串	779	0681	泡菜猪肉面	402
					
0682	美味脆米饭	159	0683	蛋黄肉松海苔饭	370
					
0684	虾烧卖	492	0685	炸鸡	1,357
					
0686	玉米芝士磨碎	177	0687	酸梅汤	394
					
0688	手抓海鲜	457	0689	小面	1,235
					
0690	炸云吞	1,429	0691	蘑菇白菜	337
					
0692	蘑菇鸡肉粥	422	0693	酸汤饺子	371
					
0694	红烧魔芋	281	0695	火锅冰淇淋	325
					
0696	芒果三文鱼卷寿司	249	0697	蛋黄龙虾	463
					
0698	梅干菜饼干	559	0699	酸奶	938
					
0700	咖喱猪排饭	453	0701	鸡汁脆笋	263
					
0702	火腿炒饭	500	0703	红烧肉	459
					
0704	炝黄瓜罗勒	326	0705	老虎菜	289
					
0706	豆腐皮寿司	396	0707	山药瘦肉粥	500
					
0708	法式羊排	403	0709	花园鸡	851
					
0710	茶树菇排骨汤	395	0711	炒腰花	498
					
0712	肉松	499	0713	玉烧	497
					
0714	泡椒鱼皮	168	0715	凉拌鸡脚	469
					
0716	香菜炒牛肉	713	0717	炒木耳配山药	995
					
0718	口味虾	484	0719	水果捞	967
					
0720	炸墨鱼丸	264	0721	白粥	456
					
0722	黄瓜拌海蜇	214	0723	锡纸烤金针菇	317
					
0724	盐炸椒皮刺龙虾	427	0725	冻豆腐	429
					
0726	海鲜疙瘩汤	441	0727	酸辣拌酱面	513
					
0728	蜜黄桃	385	0729	玫瑰冰粉	495
					
0730	烤香菇	259	0731	辣虾	985
					
0732	潜水鱼	382	0733	糖炒山楂	447
					
0734	脆竹笋炒蘑菇	441	0735	家庭肖像寿司	485
					
0736	榴莲芝士披萨	448	0737	谁的玛丽蛋糕	451
					
0738	软煮蛋	193	0739	煎龙利鱼	259
					
0740	纸上烤鱼	265	0741	咖喱饭	995
					
0742	酸辣牛肚汤	341	0743	五仁酱	406
					
0744	芒果千层蛋糕	411	0745	火腿炒饭	439
					
0746	牡丹虾刺身	288	0747	萝卜牛肉	500
					
0748	干炒面	493	0749	白切咸水鸭	462
					
0750	抹茶冰沙	196	0751	酸菜鸭汤	413
					
0752	榨菜肉片	609	0753	烤鲭鱼	322
					
0754	瑞士卷蛋糕	419	0755	草莓牛奶布丁	178
					
0756	凉拌海带根	462	0757	海蚝	425
					
0758	酸菜烤鱼	350	0759	羊肉解冻	1,238
					
0760	辣鸭简	283	0761	阿根廷红虾	360
					
0762	豆腐汤	363	0763	一对两只虾	470
0764	野菜饺子	294	0765	海带排骨汤	851
					
0766	炸猪排	428	0767	卤鸭舌	914
					
0768	瘸子砂锅饭	1,176	0769	肉松寿司	456
					
0770	炒木耳白菜	437	0771	榴莲蛋糕	454
					
0772	海苔战舰寿司	938	0773	鳄梨沙拉	484
					
0774	纯肠	453	0775	炒肥肠	319
					
0776	紫米粥	432	0777	卤鹅	417
					
0778	箔花甲粉	262	0779	酱爆炒鸡蛋	938
					
0780	玉米面包	469	0781	稀饭	780
					
0782	炒长豆	742	0783	香煎鹅肝	446
					
0784	蒸包子	491	0785	黑米糕	243
					
0786	炸茄盒	309	0787	中国海带沙拉	489
					
0788	烤大蒜烤饼	293	0789	粽子	215
					
0790	卤兔头	1,141	0791	青椒肉丝饭碗	498
					
0792	香辣兔头	1,988	0793	雪白芒果黑糯米汁	385
					
0794	皮蛋瘦肉粥	375	0795	红烧老鹅	1,113
					
0796	麻酱面	428	0797	新奥尔良烤整腿	526
					
0798	牛轧糖	464	0799	环油鳗	420
					
0800	油焖娃娃菜	275	0801	鸡扒饭	962
					
0802	炸奶酪鸡扒	288	0803	红烧排骨	295
					
0804	铁板排骨虾	386	0805	菠菜汤	509
					
0806	香菇炒鸡	451	0807	茶树菇老鸭汤	938
					
0808	蘑菇油菜	354	0809	酸辣蕨根粉	477
					
0810	馅料面筋球	386	0811	甜玉米棒	201
					
0812	排骨锅	845	0813	寻找尼莫比萨	413
					
0814	烧粉	434	0815	铁板虾	292
					
0816	猪肉握寿司	500	0817	熟羊或猪肚	820
					
0818	拍黄瓜皮蛋	317	0819	榴莲黑糯米	417
					
0820	山药蔬菜粥	265	0821	肉丸汤	433
					
0822	五花肉鸡	1,189	0823	香煎鸡扒	1,476
					
0824	椒盐猪肉	1,524	0825	蛤蜊冬瓜汤	415
					
0826	巧克力罂粟蛋糕	420	0827	水果奶油蛋糕	438
					
0828	辣炒年糕	1,022	0829	玫瑰蛋糕	477
					
0830	加州卷寿司	502	0831	麻类	448
					
0832	豚骨拉面	386	0833	烧肉脆皮	409
					
0834	牛肉面	427	0835	煎饼	478
					
0836	羊肉米线	863	0837	新奥尔良披萨	398
					
0838	鸡骨串	230	0839	鳗鱼粥	414
					
0840	炖菜	488	0841	胡萝卜丁	340
					
0842	油炸饼	179	0843	水晶虾饺	458
					
0844	香菇炒肉片	364	0845	象拔蚌刺身	311
					
0846	红油肚丝	391	0847	茄子煲	397
					
0848	麻辣烤肉拌饭	1,028	0849	陈醋尖	413
					
0850	麻辣凉拌兔肉	446	0851	黄炒牛肉	457
					
0852	牛尾汤	412	0853	蒸蛋	303
					
0854	辣牛蛙	457	0855	香椿苗拌豆腐丝	488
					
0856	白雪黑糯米	675	0857	辣炒五花肉	455
					
0858	红糖发糕	871	0859	芋头卷	431
					
0860	红豆冰	501	0861	山椒黑木耳	302
					
0862	炒肉豆角	569	0863	煎鱼	498
					
0864	鲜椒鱼	475	0865	洋葱炒鸡蛋	357
					
0866	黄瓜炒鸡蛋	287	0867	豆腐干	468
					
0868	蘸泡菜	403	0869	马卡龙	476
					
0870	鸡肉面	481	0871	红烧鱼锅	255
					
0872	剁椒芋头	364	0873	推糕	822
					
0874	辣子鸡饭	400	0875	茴香油条	478
					
0876	柠檬鱼	418	0877	爆炒虾仁	436
					
0878	蒜蓉炒豆角	418	0879	蜂蜜蛋糕	194
					
0880	烤鸡肉串	271	0881	干肠	272
					
0882	香辣腌制鸡蛋	481	0883	炒蔬菜炒蛋	383
					
0884	虾仁蒸蛋	212	0885	脆皮米糕	399
					
0886	厚切蜂蜜吐司	309	0887	盐焗鸡爪	370
					
0888	锡纸婴儿卷心菜	299	0889	芝士培根披萨	346
					
0890	黑米红豆粥	368	0891	烤小黄鱼	297
					
0892	炒时蔬炒蛋	912	0893	炒辣椒	399
					
0894	番茄炒鱼	431	0895	蒜苔炒腊肉	395
					
0896	醉鱼	442	0897	香辣腌制鸡蛋	364
					
0898	炸豆腐	277	0899	木薯布丁	429
					
0900	甜辣炸鸡	398	0901	泡芙	933
					
0902	炒豆芽炒粉丝	300	0903	宫保鱼片	396
					
0904	宫保牛蛙	280	0905	凉拌芝麻酱面	495
					
0906	海鲜面	489	0907	辣子鸡	1,635
					
0908	红烧豆腐	489	0909	金枪鱼和海苔卷饭	433
					
0910	苏格兰肉馅面汤	485	0911	鸡肉沙拉面	461
					
0912	咸蛋黄脆皮	384	0913	炸鱼饼	297
					
0914	红豆派	363	0915	孜然鸡柳	973
					
0916	榴莲披萨	447	0917	炒牛肉面	421
					
0918	猪扒包	490	0919	大骨汤	173
					
0920	巧克力奶油羊角面包	495	0921	烤大蒜	300
					
0922	奶黄小猪包	387	0923	蒜蓉炒奶瓜	424
					
0924	虾仁炒蛋	429	0925	烤素鸡串	378
					
0926	海鲜土豆粉	446	0927	虾饺王	494
					
0928	牛排骨	416	0929	铁板包心菜	388
					
0930	双牛堡	275	0931	海鲜面	482
					
0932	炒乌冬面	531	0933	鸭脚螺煲	490
					
0934	美味果冻	1,511	0935	炸鸡配毛豆	376
					
0936	芝士土豆泥	500	0937	酱汁爆螺丝	376
					
0938	蟹肉汤饺	1,961	0939	珍珠丸子	736
					
0940	奥利奥锯末杯	476	0941	牛肉黄瓜	365
					
0942	香辣牛肉面	409	0943	刺身拼盘	480
					
0944	炖冬瓜	258	0945	照烧鸡排饭	462
					
0946	烤鸡屁股	214	0947	花生毛豆	338
					
0948	鹅肝寿司	418	0949	旋风土豆塔	411
					
0950	天使蛋糕	467	0951	水果拼盘	413
					
0952	煮鹌鹑蛋	486	0953	蒸鸡爪配酱	1,145
					
0954	巧克力圣代	274	0955	老厨房卷心菜	481
					
0956	辣味米粉	818	0957	蒸鱼头配酱	353
					
